entropy,length,keyword_count,special_char_ratio,label,base_sample_id,session_id,timestamp
4.915,105,0,0.181,0,ben_0257,sess_0074,1787237522
4.806,108,0,0.1759,0,ben_0392,sess_0074,1787237523
4.7077,35,2,0.1714,1,mal_0006,sess_0074,1787237524
4.8886,117,0,0.1624,0,ben_0263,sess_0074,1787237528
4.7689,83,0,0.1446,0,ben_0180,sess_0075,1787237532
4.6088,57,0,0.1228,0,ben_0154,sess_0075,1787237535
4.3792,48,0,0.1458,0,ben_raw_0014,sess_0075,1787237536
4.9314,111,0,0.1622,0,ben_0233,sess_0075,1787237541
3.0991,32,1,0.4062,1,mal_0014,sess_0075,1787237546
4.9858,116,0,0.1638,0,ben_0308,sess_0075,1787237548
4.6546,55,0,0.1273,0,ben_0189,sess_0075,1787237553
4.7239,58,0,0.1034,0,ben_0072,sess_0075,1787237554
4.9629,112,0,0.1696,0,ben_0246,sess_0076,1787237559
4.5607,39,1,0.1538,0,ben_0411,sess_0076,1787237561
4.5624,53,0,0.1321,0,ben_0040,sess_0076,1787237562
4.5327,88,0,0.125,0,ben_0224,sess_0077,1787237566
4.6272,58,0,0.1207,0,ben_0399,sess_0077,1787237568
4.8039,76,0,0.1711,0,ben_0237,sess_0077,1787237573
4.7958,90,0,0.1444,0,ben_0156,sess_0077,1787237575
4.312,59,2,0.1186,1,mal_0006,sess_0077,1787237576
4.8488,60,0,0.1,0,ben_0283,sess_0077,1787237581
3.5217,31,2,0.1935,1,mal_0005,sess_0077,1787237586
4.7791,63,0,0.0952,0,ben_0375,sess_0078,1787237590
4.664,76,0,0.1579,0,ben_0080,sess_0078,1787237595
4.8229,84,0,0.1429,0,ben_0372,sess_0078,1787237597
4.7691,60,0,0.1,0,ben_0097,sess_0079,1787237602
4.6491,61,1,0.1311,0,ben_0415,sess_0079,1787237606
4.6715,82,0,0.1463,0,ben_0095,sess_0079,1787237610
3.6947,30,0,0.2,0,ben_0075,sess_0079,1787237613
3.2639,17,1,0.2353,1,mal_0007,sess_0080,1787237618
3.3232,15,2,0.2667,1,mal_0005,sess_0080,1787237620
4.6923,62,0,0.0968,0,ben_0262,sess_0080,1787237623
4.7322,91,0,0.1319,0,ben_0148,sess_0081,1787237625
4.6384,84,0,0.1429,0,ben_0167,sess_0081,1787237629
2.9477,9,1,0.3333,1,mal_0007,sess_0081,1787237633
4.8966,107,0,0.1682,0,ben_0231,sess_0081,1787237637
4.9252,109,0,0.1743,0,ben_0387,sess_0081,1787237640
4.5851,82,0,0.1463,0,ben_0066,sess_0082,1787237641
4.8408,107,0,0.1869,0,ben_0192,sess_0082,1787237645
4.8868,102,0,0.1863,0,ben_0369,sess_0082,1787237647
4.9669,101,0,0.1881,0,ben_0099,sess_0083,1787237652
4.7487,58,0,0.1034,0,ben_0306,sess_0083,1787237656
4.8533,107,0,0.1776,0,ben_0211,sess_0083,1787237658
4.5992,55,0,0.1273,0,ben_0338,sess_0083,1787237659
4.7207,88,0,0.1364,0,ben_0261,sess_0084,1787237660
4.8259,98,0,0.1939,0,ben_0172,sess_0084,1787237661
4.9473,102,0,0.1863,0,ben_0226,sess_0084,1787237662
4.6809,61,0,0.1148,0,ben_0055,sess_0084,1787237663
4.6899,88,0,0.1364,0,ben_0036,sess_0084,1787237666
4.9279,110,0,0.1636,0,ben_0057,sess_0084,1787237670
4.7669,61,0,0.0984,0,ben_0279,sess_0084,1787237674
4.7682,104,0,0.1731,0,ben_0004,sess_0084,1787237678
4.8272,62,0,0.129,0,ben_0292,sess_0085,1787237683
4.4856,129,6,0.1395,1,mal_0013,sess_0085,1787237687
4.5725,97,0,0.1237,0,ben_0386,sess_0085,1787237691
4.6927,87,0,0.1379,0,ben_0248,sess_0086,1787237693
4.9347,103,0,0.1845,0,ben_0124,sess_0086,1787237697
4.7504,58,0,0.1034,0,ben_0394,sess_0086,1787237699
4.6098,74,0,0.1486,0,ben_0026,sess_0086,1787237703
4.7126,48,1,0.1458,0,ben_0418,sess_0086,1787237707
4.3189,35,2,0.1714,1,mal_0006,sess_0086,1787237711
5.0624,107,0,0.1776,0,ben_0096,sess_0087,1787237715
4.4477,36,1,0.5833,1,mal_0010,sess_0087,1787237718
4.8843,105,0,0.181,0,ben_0011,sess_0087,1787237722
4.7363,82,0,0.1463,0,ben_0186,sess_0087,1787237725
4.7274,54,0,0.1111,0,ben_0267,sess_0088,1787237730
4.7537,81,0,0.1481,0,ben_0361,sess_0088,1787237734
4.9964,106,0,0.1792,0,ben_0007,sess_0088,1787237736
